Number,Symbol,Name,Industry,Market Cap 
5193,SONN,Sonnet BioTherapeutics Holdings,Biotechnology,22473473
5194,SONO,Sonos,Household Durables,3532217064
5195,SONX,Sonendo,Medical Devices,98456703
5196,SONY,Sony Group,Household Durables,1.30345E+11
5197,SOPA,Society Pass,Software-Application,88183071
5198,SOPH,SOPHiA GENETICS,Health Information Services,498405983
5199,SOS,SOS Limited,Professional Services,128882719
5200,SOTK,Sono-Tek,"Electronic Equipment, Instruments & C...",100920467
5201,SOVO,Sovos Brands,Packaged Foods,1474046715
5202,SP,SP Plus,Commercial Services & Supplies,741117730
5203,SPB,Spectrum Brands Holdings,Household Products,3645746396
5204,SPCB,SuperCom,"Electronic Equipment, Instruments & C...",18031089
5205,SPCE,Virgin Galactic Holdings,Aerospace & Defense,2580306940
5206,SPCM,"Sound Point Acquisition Corp I,",Blank Check / SPAC,276650000
5207,SPFI,South Plains Financial,Banks,470297136
5208,SPG,Simon Property Group,Equity Real Estate Investment Trusts ...,49957593000
5209,SPGI,S&P Global,Capital Markets,1.41545E+11
5210,SPGS,Simon Property Group Acquisition Holdings,Blank Check / SPAC,421331259
5211,SPH,Suburban Propane Partners,Gas Utilities,1030740340
5212,SPI,SPI Energy Co.,Semiconductors & Semiconductor Equipment,67771198
5213,SPIR,Spire Global,Specialty Business Services,284520862
5214,SPK,SPK Acquisition,Blank Check / SPAC,65404095
5215,SPKB,Silver Spike Acquisition II,Blank Check / SPAC,351828124
5216,SPLK,Splunk,Software,23762708408
5217,SPLP,Steel Partners Holdings LP,Industrial Conglomerates,824866595
5218,SPNE,SeaSpine Holdings,Health Care Equipment & Supplies,448482265
5219,SPNS,Sapiens International,Software,1426734072
5220,SPNT,SiriusPoint,Insurance-Reinsurance,1220924542
5221,SPOK,Spok Holdings,Wireless Telecommunication Services,159716825
5222,SPOT,Spotify Technology,Entertainment,29611687838
5223,SPPI,Spectrum Pharmaceuticals,Biotechnology,232069102
5224,SPR,Spirit AeroSystems Holdings,Aerospace & Defense,5139010033
5225,SPRB,Spruce Biosciences,Biotechnology,50039879
5226,SPRC,SciSparc,Biotechnology,19674796
5227,SPRO,Spero Therapeutics,Biotechnology,229820796
5228,SPSC,SPS Commerce,Software,4857794465
5229,SPT,Sprout Social,Software,4492863428
5230,SPTK,SportsTek Acquisition,Blank Check / SPAC,210881240
5231,SPTN,SpartanNash Company,Food & Staples Retailing,1213794276
5232,SPWH,Sportsman's Warehouse Holdings,Specialty Retail,475659200
5233,SPWR,SunPower,Semiconductors & Semiconductor Equipment,3706413560
5234,SPXC,SPX Corporation,Machinery,2299317728
5235,SQ,Block,IT Services,80079536028
5236,SQFT,Presidio Property Trust,REIT-Diversified,45253338
5237,SQL,SeqLL,Diagnostics & Research,14739136
5238,SQM,Sociedad Quimica y Minera de Chile,Chemicals,25350373298
5239,SQNS,Sequans Communications,Semiconductors & Semiconductor Equipment,138184301
5240,SQSP,Squarespace,Software-Infrastructure,3698373627
5241,SQZ,SQZ Biotechnologies Company,Biotechnology,134264047
5242,SR,Spire,Gas Utilities,3758616808
5243,SRAD,Sportradar Group AG,Software-Application,4925436399
5244,SRAX,"SRAX, Inc.",Media,122638805
5245,SRC,Spirit Realty Capital,Equity Real Estate Investment Trusts ...,5978512893
5246,SRCE,1st Source,Banks,1185584498
5247,SRCL,Stericycle,Commercial Services & Supplies,5418300883
5248,SRDX,SurModics,Health Care Equipment & Supplies,623050080
5249,SRE,Sempra Energy,Multi-Utilities,53788602309
5250,SREV,ServiceSource International,IT Services,128845590
5251,SRG,Seritage Growth Properties,Equity Real Estate Investment Trusts ...,737808566
5252,SRGA,Surgalign Holdings,Medical Devices,58274375
5253,SRI,Stoneridge,Auto Components,598542141
5254,SRL,Scully Royalty,Capital Markets,144243040
5255,SRLP,Sprague Resources LP,"Oil, Gas & Consumable Fuels",433000405
5256,SRNE,Sorrento Therapeutics,Biotechnology,797634560
5257,SRPT,Sarepta Therapeutics,Biotechnology,7195070976
5258,SRRA,Sierra Oncology,Biotechnology,798933742
5259,SRRK,Scholar Rock Holding,Biotechnology,473339448
5260,SRSA,Sarissa Capital Acquisition,Blank Check / SPAC,247250009
5261,SRT,Startek,IT Services,182972302
5262,SRTS,Sensus Healthcare,Health Care Equipment & Supplies,179062750
5263,SRZN,Surrozen,Biotechnology,100813623
5264,SSAA,Science Strategic Acquisition Alpha,Blank Check / SPAC,379974365
5265,SSB,South State,Banks,6182820332
5266,SSBI,Summit State Bank,Banks,112972427
5267,SSBK,Southern States Bancshares,Banks-Regional,205622156
5268,SSD,Simpson Manufacturing Company,Building Products,4803700649
5269,SSIC,Silver Spike Investment,Drug Manufacturers-Specialty & Generic,82650043
5270,SSKN,STRATA Skin Sciences,Health Care Equipment & Supplies,51390040
5271,SSL,Sasol,Chemicals,15859270646
5272,SSNC,SS&C Technologies Holdings,Software,19263256569
5273,SSNT,SilverSun Technologies,Software,16538499
5274,SSP,The E.W. Scripps Company,Media,1737445999
5275,SSRM,SSR Mining,Metals & Mining,4723594237
5276,SSSS,SuRo Capital,Capital Markets,270622935
5277,SST,System1,Specialty Business Services,1259761525
5278,SSTI,ShotSpotter,Software,334743884
5279,SSTK,Shutterstock,Internet & Direct Marketing Retail,3396126145
5280,SSU,SIGNA Sports United,Specialty Retail,2508547327
5281,SSY,SunLink Health Systems,Health Care Providers & Services,9944433
5282,SSYS,Stratasys,"Technology Hardware, Storage & Periph...",1678224762
5283,ST,Sensata Technologies Holding,Electrical Equipment,7970126315
5284,STAA,STAAR Surgical Company,Health Care Equipment & Supplies,3843298256
5285,STAB,Statera Biopharma,Biotechnology,14175837
5286,STAF,Staffing 360 Solutions,Professional Services,14178842
5287,STAG,Stag Industrial,Equity Real Estate Investment Trusts ...,7582078446
5288,STAR,iStar,Equity Real Estate Investment Trusts ...,1632341872
5289,STBA,S&T Bancorp,Banks,1090836846
5290,STC,Stewart Information Services,Insurance,1640532180
5291,STCN,Steel Connect,IT Services,78595007
5292,STE,Steris,Health Care Equipment & Supplies,24831496000
5293,STEM,"Stem, Inc.",Electrical Equipment,1736985978
5294,STEP,StepStone Group,Asset Management,2049274621
5295,STER,Sterling Check,Software-Infrastructure,2580703212
5296,STET,ST Energy Transition I,Blank Check / SPAC,298252509
5297,STG,Sunlands Technology Group,Diversified Consumer Services,59082375
5298,STGW,Stagwell,Advertising Agencies,3542549759
5299,STIM,Neuronetics,Health Care Equipment & Supplies,83078736
5300,STKL,SunOpta,Food Products,553115389
5301,STKS,The ONE Group Hospitality,"Hotels, Restaurants & Leisure",338891191
5302,STLA,Stellantis,Automobiles,51221442551
5303,STLD,Steel Dynamics,Metals & Mining,16107133885
5304,STM,STMicroelectronics,Semiconductors & Semiconductor Equipment,39547097067
5305,STN,Stantec,Professional Services,5538509777
5306,STNE,StoneCo,IT Services,3750422522
5307,STNG,Scorpio Tankers,"Oil, Gas & Consumable Fuels",1266618236
5308,STOK,Stoke Therapeutics,Biotechnology,814804152
5309,STON,StoneMor,Diversified Consumer Services,302824960
5310,STOR,STORE Capital,Equity Real Estate Investment Trusts ...,8125126142
5311,STRA,Strategic Education,Diversified Consumer Services,1697284164
5312,STRC,Sarcos Technology & Robotics,Computer Hardware,957429946
5313,STRE,Supernova Partners Acquisition Company III,Blank Check / SPAC,343213270
5314,STRL,Sterling Construction Company,Construction & Engineering,820997884
5315,STRM,Streamline Health Solutions,Health Care Technology,76160960
5316,STRN,Stran & Company,Advertising Agencies,37235899
5317,STRO,Sutro Biopharma,Biotechnology,397023097
5318,STRR,Star Equity Holdings,Diagnostics & Research,16628797
5319,STRS,Stratus Properties,Real Estate Management & Development,353792950
5320,STRT,STRATTEC Security,Auto Components,147358126
5321,STRY,Starry Group Holdings,Shell Companies,0
5322,STSA,Satsuma Pharmaceuticals,Pharmaceuticals,108832320
5323,STT,State Street,Capital Markets,31412209613
5324,STTK,Shattuck Labs,Biotechnology,169455600
5325,STVN,Stevanato Group S.p.A.,Medical Instruments & Supplies,5362822141
5326,STWD,Starwood Property Trust,Mortgage Real Estate Investment Trust...,7771687412
5327,STX,Seagate Technology Holdings,"Technology Hardware, Storage & Periph...",19573858265
5328,STXB,Spirit of Texas Bancshares,Banks,454726168
5329,STXS,Stereotaxis,Health Care Equipment & Supplies,276908093
5330,STZ,Constellation Brands,Beverages,44404899766
5331,SU,Suncor Energy,"Oil, Gas & Consumable Fuels",46922706911
5332,SUAC,ShoulderUp Technology Acquisition,Blank Check / SPAC,412565980
5333,SUI,Sun Communities,Equity Real Estate Investment Trusts ...,21518647195
5334,SUM,Summit Materials,Construction Materials,3658071269
5335,SUMO,Sumo Logic,Software,1361189116
5336,SUMR,Summer Infant,Leisure Products,25587169
5337,SUN,Sunoco LP,"Oil, Gas & Consumable Fuels",3450485224
5338,SUNL,Sunlight Financial Holdings,Credit Services,408753819
5339,SUNW,Sunworks,Electrical Equipment,71501272
5340,SUP,Superior Industries International,Auto Components,124330783
5341,SUPN,Supernus Pharmaceuticals,Pharmaceuticals,1711358176
5342,SUPV,Grupo Supervielle,Banks,189996543
5343,SURF,Surface Oncology,Biotechnology,134772318
5344,SURG,SurgePays,Wireless Telecommunication Services,48436175
5345,SUZ,Suzano,Paper & Forest Products,16319159286
5346,SV,Spring Valley Acquisition,Blank Check / SPAC,304175000
5347,SVC,Service Properties Trust,Equity Real Estate Investment Trusts ...,1475922426
5348,SVFA,SVF Investment,Shell Companies,627239677
5349,SVFB,SVF Investment 2,Blank Check / SPAC,289788190
5350,SVFC,SVF Investment 3,Shell Companies,406706400
5351,SVFD,Save Foods,Agricultural Inputs,15435970
5352,SVM,Silvercorp Metals,Metals & Mining,664749120
5353,SVNA,7 Acquisition,Blank Check / SPAC,248250000
5354,SVRA,Savara,Biotechnology,150532800
5355,SVT,Servotronics,Electrical Equipment,35406630
5356,SVVC,Firsthand Technology Value Fund,Securities and Commodity Exchanges,25484503
5357,SWAG,"Software Acquisition Group, Inc. III",Blank Check / SPAC,284812892
5358,SWAV,ShockWave Medical,Health Care Equipment & Supplies,7420583768
5359,SWBI,Smith & Wesson Brands,Leisure Products,702226999
5360,SWCH,Switch,IT Services,7622479842
5361,SWET,Athlon Acquisition,Blank Check / SPAC,338445019
5362,SWI,SolarWinds,Software,2171420160
5363,SWIM,Latham Group,Building Products & Equipment,1630307455
5364,SWIR,Sierra Wireless,Communications Equipment,666585340
5365,SWK,Stanley Black & Decker,Machinery,23024609195
5366,SWKH,SWK Holdings,Diversified Financial Services,219381030
5367,SWKS,Skyworks Solutions,Semiconductors & Semiconductor Equipment,21345423318
5368,SWM,Schweitzer-Mauduit International,Paper & Forest Products,889757289
5369,SWN,Southwestern Energy Company,"Oil, Gas & Consumable Fuels",8190252029
5370,SWSS,Springwater Special Situations,Blank Check / SPAC,221782937
5371,SWTX,Springworks Therapeutics,Biotechnology,2807662333
5372,SWVL,Swvl Holdings,Shell Companies,0
5373,SWX,Southwest Gas Holdings,Gas Utilities,4844333036
5374,SXC,SunCoke Energy,Metals & Mining,752381369
5375,SXI,Standex International,Machinery,1257544031
5376,SXT,Sensient Technologies,Chemicals,3602134497
5377,SXTC,China SXT Pharmaceuticals,Personal Products,7567662
5378,SY,So-Young International,Interactive Media & Services,221381983
5379,SYBT,Stock Yards Bancorp,Banks,1557459060
5380,SYBX,Synlogic,Biotechnology,173464382
5381,SYF,Synchrony Financial,Consumer Finance,18327922676
5382,SYK,Stryker,Health Care Equipment & Supplies,1.0162E+11
5383,SYN,Synthetic Biologics,Biotechnology,45582611
5384,SYNA,Synaptics,Semiconductors & Semiconductor Equipment,7713049469
5385,SYNH,Syneos Health,Life Sciences Tools & Services,8626371507
5386,SYNL,Synalloy,Metals & Mining,166131858
5387,SYPR,Sypris Solutions,Auto Components,56668417
5388,SYRS,Syros Pharmaceuticals,Biotechnology,68912127
5389,SYTA,Siyata Mobile,Communications Equipment,15587089
5390,SYY,Sysco,Food & Staples Retailing,41818709989
5391,SZZL,Sizzle Acquisition,Blank Check / SPAC,216619647
5392,T,"AT&T, Inc.",Diversified Telecommunication Services,1.71769E+11
5393,TA,TravelCenters of America,Specialty Retail,628410390
5394,TAC,TransAlta,Independent Power and Renewable Elect...,2824043767
5395,TACA,Trepont Acquisition I,Blank Check / SPAC,289081239
5396,TACT,TransAct Technologies,"Technology Hardware, Storage & Periph...",71206128
5397,TAIT,Taitron Components,"Electronic Equipment, Instruments & C...",22643450
5398,TAK,Takeda Pharmaceutical Company,Pharmaceuticals,45292818419
5399,TAL,TAL Education Group,Diversified Consumer Services,2214361855
5400,TALK,Talkspace,Medical Care Facilities,275613438
5401,TALO,Talos Energy,"Oil, Gas & Consumable Fuels",1396079609
5402,TALS,Talaris Therapeutics,Biotechnology,389900861
5403,TANH,Tantech Holdings,Chemicals,7437856
5404,TAOP,Taoping,IT Services,21719040
5405,TAP,Molson Coors Beverage Company,Beverages,11387353073
5406,TARA,Protara Therapeutics,Biotechnology,56484532
5407,TARO,Taro Pharmaceutical Industries,Pharmaceuticals,1638325747
5408,TARS,Tarsus Pharmaceuticals,Biotechnology,356193080
5409,TASK,TaskUs,Information Technology Services,3844954878
5410,TAST,Carrols Restaurant Group,"Hotels, Restaurants & Leisure",116223454
5411,TATT,TAT Technologies,Aerospace & Defense,57153068
5412,TAYD,Taylor Devices,Machinery,34341904
5413,TBBK,The Bancorp,Banks,1634132334
5414,TBCP,Thunder Bridge Capital Partners III,Blank Check / SPAC,518825755
5415,TBI,TrueBlue,Professional Services,1000423151
5416,TBK,Triumph Bancorp,Banks,2272295590
5417,TBLA,Taboola.com,Internet Content & Information,1206330495
5418,TBLD,Thornburg Income Builder Opportunities Trust,n/a,549562929
5419,TBLT,Toughbuilt Industries,"Textiles, Apparel & Luxury Goods",22433550
5420,TBNK,Territorial Bancorp,Thrifts & Mortgage Finance,223571280
5421,TBPH,Theravance Biopharma,Pharmaceuticals,718029117
5422,TBSA,TB SA Acquisition,Blank Check / SPAC,244624990
5423,TC,TuanChe,Internet Content & Information,41443822
5424,TCAC,Tuatara Capital Acquisition,Blank Check / SPAC,246749999
5425,TCBC,TC Bancshares,Banks-Regional,63410366
5426,TCBI,Texas Capital Bancshares,Banks,2886846698
5427,TCBK,TriCo Bancshares,Banks,1339683840
5428,TCBP,TC BioPharm (Holdings),Biotechnology,38159422
5429,TCBS,Texas Community Bancshares,Banks-Regional,61799688
5430,TCBX,Third Coast Bancshares,Banks-Regional,314292617
5431,TCDA,Tricida,Pharmaceuticals,507992314
5432,TCFC,The Community Financial Corporation,Banks,226608802
5433,TCI,Transcontinental Realty Investors,Real Estate Management & Development,341245240
5434,TCMD,Tactile Systems Technology,Health Care Equipment & Supplies,428413300
5435,TCN,Tricon Residential,Real Estate Services,4299107312
5436,TCOA,Trajectory Alpha Acquisition,Blank Check / SPAC,210450000
5437,TCOM,Trip.com Group,Internet & Direct Marketing Retail,16550923262
5438,TCON,TRACON Pharmaceuticals,Biotechnology,53357152
5439,TCPC,Blackrock TCP Capital,Capital Markets,829538428
5440,TCRR,TCR2 Therapeutics,Biotechnology,104845936
5441,TCRT,Alaunos Therapeutics,Biotechnology,137867423
5442,TCRX,TScan Therapeutics,Biotechnology,83956525
5443,TCS,The Container Store Group,Specialty Retail,411246331
5444,TCVA,TCV Acquisition,Blank Check / SPAC,499757980
5445,TCX,Tucows,IT Services,750036799
5446,TD,The Toronto-Dominion Bank,Banks,1.44241E+11
5447,TDC,Teradata,Software,5200539100
5448,TDCX,"TDCX, Inc.",Specialty Business Services,1730022526
5449,TDG,TransDigm Group,Aerospace & Defense,36995436515
5450,TDOC,Teladoc Health,Health Care Technology,11827322863
5451,TDS,Telephone & Data Systems,Wireless Telecommunication Services,2256218108
5452,TDUP,ThredUp,Internet Retail,748783417
5453,TDW,Tidewater,Energy Equipment & Services,921701820
5454,TDY,Teledyne Technologies,Aerospace & Defense,22181017517
5455,TEAM,Atlassian,Software,77503651778
5456,TECH,Bio-Techne,Life Sciences Tools & Services,17022441307
5457,TECK,Teck Resources,Metals & Mining,22609031141
5458,TEDU,Tarena International,Diversified Consumer Services,28858349
5459,TEF,Telefonica,Diversified Telecommunication Services,28719169531
5460,TEKK,Tekkorp Digital Acquisition,Blank Check / SPAC,307968740
5461,TEL,TE Connectivity,"Electronic Equipment, Instruments & C...",42917298081
5462,TELA,TELA Bio,Health Care Equipment & Supplies,166619243
5463,TELL,Tellurian,"Oil, Gas & Consumable Fuels",3287245562
5464,TEN,Tenneco,Auto Components,1519660272
5465,TENB,Tenable Holdings,Software,6450672623
5466,TENX,Tenax Therapeutics,Biotechnology,19613489
5467,TEO,Telecom Argentina,Diversified Telecommunication Services,2644731135
5468,TER,Teradyne,Semiconductors & Semiconductor Equipment,18900465591
5469,TERN,Terns Pharmaceuticals,Biotechnology,75807903
5470,TESS,TESSCO Technologies,Communications Equipment,53901420
5471,TETC,Tech & Energy Transition,Blank Check / SPAC,469700000
5472,TETE,Technology & Telecommunication Acquisition,Blank Check / SPAC,129540400
5473,TEVA,Teva Pharmaceutical Industries,Pharmaceuticals,10360269817
5474,TEX,Terex,Machinery,2462501105
5475,TFC,Truist Financial,Banks,73533013988
5476,TFFP,TFF Pharmaceuticals,Pharmaceuticals,166760222
5477,TFII,TFI International,Road & Rail,9254892481
5478,TFSL,TFS Financial,Thrifts & Mortgage Finance,4681786353
5479,TFX,Teleflex,Health Care Equipment & Supplies,16641661903
5480,TG,Tredegar,Chemicals,415721152
5481,TGA,TransGlobe Energy,"Oil, Gas & Consumable Fuels",270327677
5482,TGAA,Target Global Acquisition I,Blank Check / SPAC,266203401
5483,TGB,Taseko Mines,Metals & Mining,679875839
5484,TGH,Textainer Group Holdings,Trading Companies & Distributors,1904223468
5485,TGI,Triumph Group,Aerospace & Defense,1664871401
5486,TGLS,Tecnoglass,Construction Materials,1224765689
5487,TGNA,Tegna,Media,4967016435
5488,TGR,Kimbell Tiger Acquisition,Blank Check / SPAC,252526260
5489,TGS,Transportadora de Gas del Sur,"Oil, Gas & Consumable Fuels",1064402682
5490,TGT,Target,Multiline Retail,97357479824
5491,TGTX,TG Therapeutics,Biotechnology,1439595259
5492,TGVC,TG Venture Acquisition,Blank Check / SPAC,143021320
5493,TH,Target Hospitality,"Hotels, Restaurants & Leisure",609678910
5494,THAC,Thrive Acquisition,Blank Check / SPAC,215732802
5495,THC,Tenet Healthcare,Health Care Providers & Services,9473881010
5496,THCA,Tuscan Holdings II,Shell Companies,162923160
5497,THCP,Thunder Bridge Capital Partners IV,Blank Check / SPAC,296399359
5498,THFF,First Financial,Banks,539989926
5499,THG,The Hanover Insurance Group,Insurance,5481122184
5500,THM,International Tower Hill Mines,Metals & Mining,206906947
5501,THMO,ThermoGenesis Holdings,Health Care Equipment & Supplies,8596033
5502,THO,Thor Industries,Automobiles,4330326516
5503,THR,Thermon Group Holdings,Electrical Equipment,541942391
5504,THRM,Gentherm,Auto Components,2387454450
5505,THRN,Thorne HealthTech,Packaged Foods,364726141
5506,THRX,Theseus Pharmaceuticals,Biotechnology,479139413
5507,THRY,Thryv Holdings,Media,993919230
5508,THS,TreeHouse Foods,Food Products,1870255070
5509,THTX,Theratechnologies,Biotechnology,241012990
5510,TIG,Trean Insurance Group,Biotechnology,260490431
5511,TIGO,Millicom International Cellular,Wireless Telecommunication Services,2641584882
5512,TIGR,UP Fintech Holding,Capital Markets,893974846
5513,TIL,Instil Bio,Biotechnology,1440390394
5514,TILE,Interface,Commercial Services & Supplies,821065395
5515,TIMB,TIM S.A.,Telecom Services,7459687932
5516,TINV,Tiga Acquisition,Blank Check / SPAC,353280000
5517,TIOA,Tio Tech A,Blank Check / SPAC,420900000
5518,TIPT,Tiptree,Insurance,444261952
5519,TIRX,Tian Ruixiang Holdings,Insurance Brokers,13546048
5520,TISI,"Team, Inc.",Commercial Services & Supplies,105223536
5521,TITN,Titan Machinery,Trading Companies & Distributors,629156537
5522,TIVC,Tivic Health Systems,Medical Devices,16321584
5523,TIXT,TELUS International,Software-Infrastructure,6583631356
5524,TJX,The TJX Companies,Specialty Retail,71559749585
5525,TK,Teekay,"Oil, Gas & Consumable Fuels",330105759
5526,TKAT,Takung Art Co.,Interactive Media & Services,50804936
5527,TKC,Turkcell Iletisim Hizmetleri A.S.,Wireless Telecommunication Services,3361981438
5528,TKLF,Yoshitsu ,Household & Personal Products,79920222
5529,TKNO,Alpha Teknova,Drug Manufacturers-Specialty & Generic,405494550
5530,TKR,The Timken Company,Machinery,4459578863
5531,TLGA,TLG Acquisition One,Blank Check / SPAC,488500029
5532,TLGY,TLGY Acquisition,Blank Check / SPAC,286637500
5533,TLIS,Talis Biomedical,Medical Devices,38554272
5534,TLK,Telkom Indonesia,Diversified Telecommunication Services,31534743551
5535,TLMD,SOC Telemed,Medical Care Facilities,302764415
5536,TLRY,Tilray,Pharmaceuticals,3595815422
5537,TLS,Telos,Software,668494904
5538,TLSA,Tiziana Life Sciences,Biotechnology,51085751
5539,TLYS,Tilly's,Specialty Retail,282406272
5540,TM,Toyota Motor,Automobiles,2.5131E+11
5541,TMAC,The Music Acquisition,Blank Check / SPAC,280887519
5542,TMBR,Timber Pharmaceuticals,Biotechnology,24051167
5543,TMC,TMC the metals company,Other Industrial Metals & Mining,555613437
5544,TMCI,Treace Medical Concepts,Medical Devices,1067589880
5545,TMDI,Titan Medical,Health Care Equipment & Supplies,61309299
5546,TMDX,TransMedics Group,Health Care Equipment & Supplies,768955000
5547,TME,Tencent Music Entertainment Group,Entertainment,8654000125
5548,TMHC,Taylor Morrison Home,Household Durables,3356072190
5549,TMKR,Tastemaker Acquisition,Blank Check / SPAC,341549980
5550,TMO,Thermo Fisher Scientific,Life Sciences Tools & Services,2.31719E+11
5551,TMP,Tompkins Financial,Banks,1159385826
5552,TMPM,Turmeric Acquisition,Blank Check / SPAC,124446870
5553,TMQ,Trilogy Metals,Metals & Mining,158555760
5554,TMST,TimkenSteel,Metals & Mining,1027354610
5555,TMUS,T-Mobile US,Wireless Telecommunication Services,1.63357E+11
5556,TMX,Terminix Global Holdings,Personal Services,5530544122
5557,TNC,Tennant Company,Machinery,1471578484
5558,TNDM,Tandem Diabetes Care,Health Care Equipment & Supplies,7734296564
5559,TNET,TriNet Group,Professional Services,6541770202
5560,TNGX,Tango Therapeutics,Biotechnology,656906622
5561,TNK,Teekay Tankers,"Oil, Gas & Consumable Fuels",488401301
5562,TNL,Travel + Leisure Co.,"Hotels, Restaurants & Leisure",4802465772
5563,TNP,Tsakos Energy Navigation,"Oil, Gas & Consumable Fuels",212490432
5564,TNXP,Tonix Pharmaceuticals Holding,Biotechnology,116449911
5565,TNYA,Tenaya Therapeutics,Biotechnology,516176250
5566,TOAC,Talon 1 Acquisition,Blank Check / SPAC,288937500
5567,TOI,The Oncology Institute,Medical Care Facilities,597262399
5568,TOL,Toll Brothers,Household Durables,5616276455
5569,TOMZ,TOMI Environmental Solutions,Commercial Services & Supplies,18193549
5570,TOPS,Top Ships,"Oil, Gas & Consumable Fuels",41026960
5571,TOST,Toast,Software-Infrastructure,11584293873
5572,TOUR,Tuniu,"Hotels, Restaurants & Leisure",107470407
5573,TOWN,TowneBank,Banks,2179574262
5574,TPB,Turning Point Brands,Tobacco,625446966
5575,TPBA,TPB Acquisition I,Blank Check / SPAC,218700000
5576,TPC,Tutor Perini,Construction & Engineering,548767807
5577,TPG,TPG Inc.,Asset Management,2439327979
5578,TPGY,TPG Pace Beneficial Finance,Shell Companies,433562490
5579,TPH,TRI Pointe Homes,Household Durables,2205246459
5580,TPHS,Trinity Place Holdings,Real Estate Management & Development,68263303
5581,TPIC,TPI Composites,Electrical Equipment,517173786
5582,TPL,Texas Pacific Land,"Oil, Gas & Consumable Fuels",11008971895
5583,TPR,Tapestry,"Textiles, Apparel & Luxury Goods",9532679152
5584,TPST,Tempest Therapeutics,Biotechnology,22953888
5585,TPTX,Turning Point Therapeutics,Biotechnology,1427148794
5586,TPVG,TriplePoint Venture Growth BDC,Capital Markets,554474874
5587,TPX,Tempur Sealy International,Household Durables,5020977657
5588,TR,Tootsie Roll Industries,Food Products,3367589339
5589,TRAQ,Trine II Acquisition,Blank Check / SPAC,514394970
5590,TRC,Tejon Ranch Company,Real Estate Management & Development,488591859
5591,TRCA,Twin Ridge Capital Acquisition,Blank Check / SPAC,260766430
5592,TRDA,Entrada Therapeutics,Biotechnology,288451326
5593,TREC,Trecora Resources,Chemicals,210101562
5594,TREE,LendingTree,Thrifts & Mortgage Finance,1587124080
5595,TREX,Trex Company,Building Products,7537336307
5596,TRGP,Targa Resources,"Oil, Gas & Consumable Fuels",17671106543
5597,TRHC,Tabula Rasa HealthCare,Health Care Technology,150016399
5598,TRI,Thomson Reuters,Professional Services,52528828355
5599,TRIB,Trinity Biotech,Health Care Equipment & Supplies,22364819
5600,TRIN,Trinity Capital,Asset Management,530488440
5601,TRIP,TripAdvisor,Interactive Media & Services,4150359789
5602,TRIS,Tristar Acquisition I,Blank Check / SPAC,283187519
5603,TRKA,Troika Media Group,Advertising Agencies,54405558
5604,TRMB,Trimble,"Electronic Equipment, Instruments & C...",18283499461
5605,TRMD,Torm PLC,Oil & Gas Midstream,732976191
5606,TRMK,Trustmark,Banks,1872604906
5607,TRMR,Tremor International,Advertising Agencies,1104327670
5608,TRN,Trinity Industries,Machinery,2836131322
5609,TRNO,Terreno Realty,Equity Real Estate Investment Trusts ...,5740158400
5610,TRNS,Transcat,Trading Companies & Distributors,627575603
5611,TRON,Corner Growth Acquisition 2,Blank Check / SPAC,230325000
5612,TROO,TROOPS,Software-Application,433823455
5613,TROW,T. Rowe Price Group,Capital Markets,34823036905
5614,TROX,Tronox Holdings,Chemicals,3082184940
5615,TRP,TC Energy,"Oil, Gas & Consumable Fuels",56093384661
5616,TRQ,Turquoise Hill Resources,Metals & Mining,6163635691
5617,TRS,TriMas,Machinery,1384130531
5618,TRST,TrustCo Bank Corp NY,Thrifts & Mortgage Finance,622535800
5619,TRT,Trio-Tech International,Semiconductors & Semiconductor Equipment,28473587
5620,TRTL,TortoiseEcofin Acquisition III,Blank Check / SPAC,419175000
5621,TRTN,Triton International,Trading Companies & Distributors,4590113788
5622,TRTX,TPG RE Finance Trust,Mortgage Real Estate Investment Trust...,930837882
5623,TRU,TransUnion,Professional Services,19355439094
5624,TRUE,TrueCar,Interactive Media & Services,384324349
5625,TRUP,Trupanion,Insurance,3675450831
5626,TRV,The Travelers Companies,Insurance,44738060250
5627,TRVG,Trivago,Interactive Media & Services,846454079
5628,TRVI,Trevi Therapeutics,Pharmaceuticals,58531020
5629,TRVN,Trevena,Biotechnology,82571583
5630,TRX,Tanzanian Gold,Metals & Mining,83075311
5631,TS,Tenaris,Energy Equipment & Services,18408200173
5632,TSAT,Telesat,Communication Equipment,824795696
5633,TSBK,Timberland Bancorp,Thrifts & Mortgage Finance,225366473
5634,TSC,TriState Capital Holdings,Banks,1110533624
5635,TSCO,Tractor Supply Company,Specialty Retail,25424619433
5636,TSE,Trinseo,Chemicals,1778972881
5637,TSEM,Tower Semiconductor,Semiconductors & Semiconductor Equipment,5311796198
5638,TSHA,Taysha Gene Therapies,Biotechnology,243924526
5639,TSIB,Tishman Speyer Innovation II,Blank Check / SPAC,367312509
5640,TSLA,Tesla,Automobiles,1.12093E+12
5641,TSLX,Sixth Street Specialty Lending,Capital Markets,1796760564
5642,TSM,Taiwan Semiconductor Manufacturing Company,Semiconductors & Semiconductor Equipment,5.34443E+11
5643,TSN,Tyson Foods,Food Products,32998903729
5644,TSP,TuSimple Holdings,Trucking,2650237438
5645,TSPQ,TCW Special Purpose Acquisition,Blank Check / SPAC,565418109
5646,TSQ,Townsquare Media,Media,208065550
5647,TSRI,"TSR, Inc.",IT Services,18669000
